"","Geneid","gene_name","M1_1","M1_2","M1_3","M2_1","M2_2","M2_3"
"436","ENSG00000204508","PRAMEF22",0,0,0,0,0,0
"437","ENSG00000239810","WI2-3308P17.2",0,0,0,0,0,0
"438","ENSG00000270601","PRAMEF23",0,0,0,0,0,0
"439","ENSG00000250113","RP13-221M14.6",0,0,0,0,0,0
"440","ENSG00000204505","PRAMEF25",0,0,0,0,0,0
"441","ENSG00000233336","RP13-221M14.2",0,0,0,0,0,0
"442","ENSG00000229978","RP13-221M14.3",0,0,0,0,0,0
"443","ENSG00000236179","RP13-221M14.4",0,0,0,0,0,0
"444","ENSG00000179412","HNRNPCP5",0,1,0,0,0,1
"445","ENSG00000224199","WI2-2994D6.1",0,0,0,0,0,0
"446","ENSG00000229571","PRAMEF26",0,0,0,0,0,0
"447","ENSG00000204503","PRAMEF3",0,0,0,0,0,0
"448","ENSG00000233394","RP11-248D7.2",0,0,0,0,0,0
"449","ENSG00000204502","PRAMEF5",0,0,0,0,0,0
"450","ENSG00000231219","RP11-219C24.8",0,0,0,0,0,0
"451","ENSG00000207511","RNU6-771P",0,0,0,0,0,0
"452","ENSG00000182330","PRAMEF8",0,0,0,0,0,0
"453","ENSG00000237700","RP11-219C24.6",0,0,0,0,0,0
"454","ENSG00000204501","PRAMEF9",0,0,0,0,0,0
"455","ENSG00000228229","RP11-219C24.10",0,0,0,0,0,0
"456","ENSG00000204495","PRAMEF13",0,0,0,0,0,0
"457","ENSG00000204491","PRAMEF18",0,0,0,0,0,0
"458","ENSG00000204488","PRAMEF16",0,0,0,0,0,0
"459","ENSG00000204486","PRAMEF21",0,0,0,0,0,0
"460","ENSG00000204485","XX-FW84067D5.1",0,0,0,0,0,0
"461","ENSG00000224581","XX-FW84067D5.2",0,0,0,0,0,0
"462","ENSG00000157358","PRAMEF15",0,0,0,0,0,0
"463","ENSG00000204481","PRAMEF14",0,0,0,0,0,0
"464","ENSG00000204480","PRAMEF19",0,0,0,0,0,0
"465","ENSG00000204479","PRAMEF17",0,0,0,0,0,0
"466","ENSG00000204478","PRAMEF20",0,0,0,0,0,0
"467","ENSG00000162494","LRRC38",0,0,0,4,4,1
"468","ENSG00000259961","RP4-597A16.2",0,0,0,0,0,0
"469","ENSG00000215909","RP4-597A16.3",0,0,0,0,0,0
"470","ENSG00000162493","PDPN",239,195,299,63,71,162
"471","ENSG00000222952","RNA5SP41",0,0,1,0,0,0
"472","ENSG00000266358","AL359771.1",0,0,0,0,0,0
"473","ENSG00000237445","CTA-520D8.2",0,0,0,0,1,1
"474","ENSG00000253085","SCARNA11",0,0,0,0,0,0
"475","ENSG00000116731","PRDM2",659,890,666,2622,743,2008
"476","ENSG00000252151","RNU6-1265P",0,0,0,0,0,0
"477","ENSG00000231606","RP11-344F13.1",0,0,0,0,0,0
"478","ENSG00000234593","RP4-704D23.1",0,0,0,0,0,0
"479","ENSG00000189337","KAZN",34,29,30,36,12,216
"480","ENSG00000235829","TBCAP2",0,0,0,0,0,0
"481","ENSG00000175147","TMEM51-AS1",38,32,26,22,10,180
"482","ENSG00000171729","TMEM51",811,1051,611,942,244,2516
"483","ENSG00000204464","C1orf195",0,2,1,1,0,2
"484","ENSG00000215720","RP1-21O18.3",1,1,0,2,0,1
"485","ENSG00000142621","FHAD1",214,382,351,36,28,442
"486","ENSG00000233485","RP3-467K16.2",0,1,0,2,0,0
"487","ENSG00000236045","RP3-467K16.7",2,3,3,1,4,8
"488","ENSG00000228140","RP3-467K16.4",9,5,9,14,2,7
"489","ENSG00000142634","EFHD2",1233,1898,1029,9463,1287,5146
"490","ENSG00000162438","CTRC",2,3,3,6,0,8
"491","ENSG00000142615","CELA2A",0,2,0,1,0,1
"492","ENSG00000215704","CELA2B",2,4,1,1,0,7
"493","ENSG00000132906","CASP9",118,167,157,459,60,406
"494","ENSG00000116138","DNAJC16",204,243,133,626,148,417
"495","ENSG00000251866","SCARNA21",0,0,0,0,0,0
"496","ENSG00000272510","RP4-680D5.8",0,0,0,0,0,0
"497","ENSG00000116771","AGMAT",3,4,3,4,2,3
"498","ENSG00000237301","RP4-680D5.2",0,0,0,0,0,0
"499","ENSG00000235084","CHCHD2P6",5,6,7,19,6,10
"500","ENSG00000252417","RNU7-179P",0,0,0,0,0,0
"501","ENSG00000236500","RP4-680D5.4",0,0,0,0,0,0
"502","ENSG00000197312","DDI2",713,866,494,1007,262,1057
"503","ENSG00000215695","RSC1A1",0,0,0,0,0,0
"504","ENSG00000271742","RP4-680D5.9",4,1,1,1,0,4
"505","ENSG00000116786","PLEKHM2",1520,2670,1506,4914,1135,3646
"506","ENSG00000264048","AL121992.1",0,0,0,0,0,0
"507","ENSG00000237938","RP11-288I21.1",20,16,3,21,3,13
"508","ENSG00000162461","SLC25A34",75,118,72,128,38,89
"509","ENSG00000224459","RP11-169K16.4",0,0,0,0,0,0
"510","ENSG00000162460","TMEM82",0,0,0,1,0,0
"511","ENSG00000162458","FBLIM1",0,0,1,3,1,2
"512","ENSG00000224321","RP11-169K16.6",0,0,1,0,2,1
"513","ENSG00000233954","RP11-169K16.7",70,78,79,204,49,190
"514","ENSG00000178715","RP11-169K16.8",4,9,30,5,7,49
"515","ENSG00000179743","RP11-169K16.9",19,32,39,60,10,86
"516","ENSG00000065526","SPEN",2462,2900,1208,4631,1417,3660
"517","ENSG00000238818","snoU13",0,0,0,0,0,0
"518","ENSG00000270620","RP1-134O19.3",0,1,0,1,0,0
"519","ENSG00000116809","ZBTB17",289,499,367,795,197,518
"520","ENSG00000234607","RP11-5P18.1",0,0,0,0,0,2
"521","ENSG00000231353","RP11-5P18.3",0,0,0,1,0,0
"522","ENSG00000224966","TBC1D3P6",0,0,0,0,0,0
"523","ENSG00000183888","C1orf64",0,0,0,0,0,0
"524","ENSG00000233078","RP11-5P18.5",0,0,0,0,0,0
"525","ENSG00000173641","HSPB7",212,13,26,16,1,8
"526","ENSG00000186510","CLCNKA",76,6,9,3,1,2
"527","ENSG00000232456","RP11-5P18.10",0,0,0,0,0,0
"528","ENSG00000184908","CLCNKB",1,0,0,0,0,0
"529","ENSG00000185519","FAM131C",0,0,0,1,0,0
"530","ENSG00000142627","EPHA2",13,42,10,17,5,18
"531","ENSG00000227959","RP11-276H7.2",0,1,0,0,0,0
"532","ENSG00000224621","RP11-276H7.3",0,0,0,1,0,0
"533","ENSG00000234166","ARHGEF19-AS1",0,0,0,0,0,0
"534","ENSG00000142632","ARHGEF19",18,23,7,68,14,52
"535","ENSG00000237276","ANO7P1",4,7,3,11,11,3
"536","ENSG00000204377","C1orf134",4,1,0,12,2,9
"537","ENSG00000132881","RSG1",4,6,8,61,5,24
"538","ENSG00000233929","MT1XP1",4,4,4,4,5,2
"539","ENSG00000037637","FBXO42",527,794,467,1176,404,1094
"540","ENSG00000055070","SZRD1",1067,1707,987,2858,662,1982
"541","ENSG00000226457","RP11-430L17.1",2,2,3,7,0,6
"542","ENSG00000187144","SPATA21",4,7,0,1,1,2
"543","ENSG00000157191","NECAP2",1910,2615,1082,7640,1593,3791
"544","ENSG00000226029","RP4-798A10.2",61,63,20,178,25,100
"545","ENSG00000080947","CROCCP3",36,40,22,193,39,163
"546","ENSG00000206652","RNU1-1",0,1,2,0,0,0
"547","ENSG00000261135","RP4-798A10.7",1,0,0,4,1,3
"548","ENSG00000224174","RP4-798A10.4",0,0,0,0,0,0
"549","ENSG00000233421","U1",0,0,0,0,0,0
"550","ENSG00000268674","FAM231B",0,0,0,0,0,0
"551","ENSG00000225710","RP5-875O13.6",1,0,0,0,0,0
"552","ENSG00000266584","AL355149.1",0,0,0,0,0,0
"553","ENSG00000219481","NBPF1",258,438,243,1701,311,1178
"554","ENSG00000271732","RP5-1182A14.5",0,0,0,0,0,1
"555","ENSG00000215908","CROCCP2",188,220,113,569,128,443
"556","ENSG00000186301","MST1P2",14,15,7,36,7,28
"557","ENSG00000207513","RNU1-3",0,0,0,0,0,0
"558","ENSG00000237847","FAM231A",0,0,0,0,0,0
"559","ENSG00000264742","AL021920.1",0,0,0,0,0,0
"560","ENSG00000236698","EIF1AXP1",12,10,9,18,3,17
"561","ENSG00000268869","ESPNP",0,0,0,2,0,0
"562","ENSG00000268991","FAM231C",0,0,0,0,0,0
"563","ENSG00000058453","CROCC",83,120,52,730,137,281
"564","ENSG00000207389","RNU1-4",0,0,1,0,0,0
"565","ENSG00000227684","CROCCP4",0,0,0,0,0,0
"566","ENSG00000186715","MST1L",3,4,4,20,0,14
"567","ENSG00000223643","RP11-108M9.1",0,0,0,0,0,0
"568","ENSG00000230239","RP11-108M9.2",0,0,0,0,0,0
"569","ENSG00000263811","MIR3675",0,0,0,0,0,0
"570","ENSG00000228549","U1",0,0,0,0,0,0
"571","ENSG00000238142","RP11-108M9.4",5,19,22,22,9,43
"572","ENSG00000235241","RP11-108M9.5",7,11,7,3,4,17
"573","ENSG00000207005","RNU1-2",0,0,0,0,2,0
"574","ENSG00000272426","RP11-108M9.6",0,0,0,2,0,2
"575","ENSG00000117122","MFAP2",0,0,0,0,1,1
"576","ENSG00000226526","RP1-37C10.3",0,0,0,0,0,0
"577","ENSG00000159363","ATP13A2",172,291,107,1672,169,474
"578","ENSG00000117118","SDHB",633,876,994,2437,474,1864
"579","ENSG00000117115","PADI2",45,112,15,109,84,50
"580","ENSG00000252180","Y_RNA",0,0,0,0,0,0
"581","ENSG00000204362","RP11-380J14.1",0,0,0,0,0,0
"582","ENSG00000142623","PADI1",0,1,0,0,0,1
"583","ENSG00000142619","PADI3",0,0,0,0,0,0
"584","ENSG00000266634","MIR3972",0,0,0,0,0,0
"585","ENSG00000159339","PADI4",5,7,1,3,4,4
"586","ENSG00000269468","AC004824.2",1,0,0,1,0,1
"587","ENSG00000256049","PADI6",0,0,1,1,0,0
"588","ENSG00000227751","RP1-20B21.4",0,0,0,0,0,0
"589","ENSG00000179051","RCC2",1110,1290,740,3367,686,3131
"590","ENSG00000266727","AC004824.1",0,0,0,0,0,0
"591","ENSG00000239020","snoU13",0,0,0,0,0,0
"592","ENSG00000074964","ARHGEF10L",1038,1215,431,2378,304,846
"593","ENSG00000236648","RP11-473A10.2",0,0,0,0,0,0
"594","ENSG00000117148","ACTL8",0,0,0,0,0,0
"595","ENSG00000261781","RP11-174G17.2",0,0,0,0,0,0
"596","ENSG00000117154","IGSF21",0,0,0,3,1,1
"597","ENSG00000230035","RP11-174G17",0,0,0,0,0,0
"598","ENSG00000225387","RP11-422P22.1",0,0,0,0,0,0
"599","ENSG00000179023","KLHDC7A",0,0,0,0,0,0
"600","ENSG00000235282","RP1-8B22.1",0,0,0,0,0,0
"601","ENSG00000225478","RP1-8B22.2",0,0,0,0,0,0
"602","ENSG00000009709","PAX7",0,0,0,0,0,0
"603","ENSG00000179002","TAS1R2",0,0,0,0,0,0
"604","ENSG00000255275","RP13-279N23.2",0,0,0,0,0,0
"605","ENSG00000159423","ALDH4A1",11,17,14,160,19,76
"606","ENSG00000265606","MIR4695",0,0,0,0,0,0
"607","ENSG00000221662","MIR1290",0,0,0,0,0,0
"608","ENSG00000169991","IFFO2",126,262,199,497,100,298
"609","ENSG00000272084","RP5-1126H10.2",3,6,5,4,1,8
"610","ENSG00000127481","UBR4",3390,3465,1700,5990,1642,4301
"611","ENSG00000266098","AL137127.1",2,1,3,1,0,5
"612","ENSG00000230424","RP1-43E13.2",3,2,5,11,7,9
"613","ENSG00000127463","EMC1",864,747,496,1759,388,1155
"614","ENSG00000053372","MRTO4",167,138,133,466,96,389
"615","ENSG00000211454","AKR7L",4,1,3,7,3,16
"616","ENSG00000162482","AKR7A3",7,12,5,7,2,17
"617","ENSG00000270728","RP4-657E11.10",19,2,8,14,5,25
"618","ENSG00000053371","AKR7A2",219,259,164,676,163,596
"619","ENSG00000200403","RNU6-1099P",2,0,0,2,0,1
"620","ENSG00000040487","PQLC2",256,253,136,493,67,288
"621","ENSG00000265192","RN7SL85P",0,2,0,0,0,0
"622","ENSG00000077549","CAPZB",1631,1983,1180,8686,1930,4946
"623","ENSG00000240490","RN7SL277P",0,1,0,0,0,0
"624","ENSG00000201609","RNU4-28P",0,0,0,0,0,0
"625","ENSG00000239027","snoU13",0,0,0,0,0,0
"626","ENSG00000235185","RP5-1056L3.1",0,1,0,0,0,2
"627","ENSG00000270136","MINOS1-NBL1",0,0,0,0,0,0
"628","ENSG00000173436","MINOS1",111,83,123,306,39,252
"629","ENSG00000226396","RPS14P3",18,39,29,50,9,95
"630","ENSG00000158747","NBL1",6,2,2,5,2,3
"631","ENSG00000158748","HTR6",2,0,0,1,1,1
"632","ENSG00000162542","TMCO4",134,183,141,736,94,361
"633","ENSG00000178828","RNF186",0,0,0,0,0,0
"634","ENSG00000235434","RP11-91K11.2",0,0,0,0,0,0
"635","ENSG00000169914","OTUD3",154,299,148,445,170,490
"636","ENSG00000188784","PLA2G2E",0,0,0,0,0,0
"637","ENSG00000242688","RN7SL304P",0,0,0,0,0,0
"638","ENSG00000188257","PLA2G2A",0,0,0,0,0,0
"639","ENSG00000127472","PLA2G5",0,0,0,0,0,0
"640","ENSG00000117215","PLA2G2D",0,3,1,24,2,0
"641","ENSG00000158786","PLA2G2F",0,0,0,0,0,0
"642","ENSG00000227066","RP3-340N1.2",3,8,1,0,0,0
"643","ENSG00000187980","PLA2G2C",0,0,0,2,0,0
"644","ENSG00000225986","UBXN10-AS1",0,1,0,0,0,0
"645","ENSG00000162543","UBXN10",0,1,2,1,0,0
"646","ENSG00000228105","RP3-340N1.6",0,0,0,0,0,0
"647","ENSG00000158816","VWA5B1",0,0,0,0,0,0
"648","ENSG00000226664","RP4-745E8.2",0,0,0,0,0,0
"649","ENSG00000236963","LINC01141",0,0,0,1,0,0
"650","ENSG00000226487","RP4-749H3.2",0,0,0,0,0,0
"651","ENSG00000162545","CAMK2N1",2,1,0,4,0,2
"652","ENSG00000090432","MUL1",244,391,386,885,195,799
"653","ENSG00000215520","RPS4XP4",0,0,0,0,0,0
"654","ENSG00000183114","FAM43B",0,0,0,0,0,0
"655","ENSG00000158825","CDA",878,1850,921,550,292,1105
"656","ENSG00000158828","PINK1",192,259,89,480,148,350
"657","ENSG00000117242","PINK1-AS",28,22,24,115,19,65
"658","ENSG00000257033","AL391357.1",0,0,0,0,0,0
"659","ENSG00000244038","DDOST",1012,1349,917,5232,1021,2952
"660","ENSG00000117245","KIF17",14,18,16,55,7,32
"661","ENSG00000235432","RP5-930J4.5",0,0,0,0,0,0
"662","ENSG00000189410","SH2D5",1,0,4,0,0,0
"663","ENSG00000233069","RP5-930J4.2",0,0,0,0,0,0
"664","ENSG00000127483","HP1BP3",1555,1773,1109,4417,1123,3310
"665","ENSG00000203394","RP5-930J4.4",0,0,0,0,0,0
"666","ENSG00000075151","EIF4G3",931,1127,485,3790,941,1953
"667","ENSG00000251914","RNU7-200P",0,0,0,0,0,0
"668","ENSG00000221808","MIR1256",0,1,0,0,0,0
"669","ENSG00000233072","RPS15AP6",0,0,0,0,0,0
"670","ENSG00000236073","RP11-487E1.2",1,1,1,0,0,0
"671","ENSG00000235112","HSPE1P27",0,0,0,3,0,0
"672","ENSG00000266867","AL031005.1",0,0,0,0,0,0
"673","ENSG00000117298","ECE1",1545,2230,601,663,154,452
"674","ENSG00000236936","RP3-329E20.2",0,0,0,0,0,0
"675","ENSG00000231105","RP5-1071N3.1",3,1,0,3,1,1
"676","ENSG00000236216","PPP1R11P1",0,0,0,1,0,0
"677","ENSG00000228823","RP11-293F5.8",0,0,0,0,0,0
"678","ENSG00000236009","RP11-293F5.1",0,0,0,0,0,0
"679","ENSG00000227001","NBPF2P",3,2,1,1,0,2
"680","ENSG00000187952","HS6ST1P1",0,1,0,0,0,1
"681","ENSG00000186543","CROCCP5",0,0,0,0,0,1
"682","ENSG00000142794","NBPF3",34,47,10,77,20,91
"683","ENSG00000176378","PFN1P10",0,0,0,0,0,0
"684","ENSG00000162551","ALPL",0,0,0,1,0,0
"685","ENSG00000233431","RP11-63N8.3",0,0,0,0,0,0
"686","ENSG00000221781","AL359815.1",0,0,0,0,0,0
"687","ENSG00000076864","RAP1GAP",96,22,22,850,47,338
"688","ENSG00000090686","USP48",896,1096,625,2388,786,2322
"689","ENSG00000231978","RP11-132G19.3",0,0,0,1,0,0
"690","ENSG00000187942","LDLRAD2",0,0,0,9,0,7
"691","ENSG00000142798","HSPG2",245,196,52,3741,752,2105
"692","ENSG00000232037","RP11-26H16.1",1,1,3,2,0,3
"693","ENSG00000219073","CELA3B",0,0,0,0,0,0
"694","ENSG00000264385","RN7SL421P",0,0,0,0,0,0
"695","ENSG00000263991","RN7SL386P",0,0,0,0,0,0
"696","ENSG00000201919","RNU6-1022P",0,0,0,0,0,0
"697","ENSG00000142789","CELA3A",0,0,0,0,0,0
"698","ENSG00000263582","RN7SL768P",0,0,0,0,0,0
"699","ENSG00000263929","RN7SL186P",0,0,0,0,0,0
"700","ENSG00000201273","RNU6-776P",0,0,0,0,0,0
"701","ENSG00000228397","RP1-224A6.3",1,1,2,2,0,7
"702","ENSG00000218510","LINC00339",87,139,87,306,101,343
"703","ENSG00000070831","CDC42",3670,4868,3132,11405,2919,7410
"704","ENSG00000230068","CDC42-IT1",0,1,2,3,5,2
"705","ENSG00000271428","RP1-224A6.8",2,0,1,1,0,2
"706","ENSG00000271840","RP1-224A6.9",0,1,2,2,2,2
"707","ENSG00000162552","WNT4",3,0,0,2,0,5
"708","ENSG00000266564","MIR4418",0,0,0,0,0,0
"709","ENSG00000234397","RP11-415K20.1",0,0,0,2,1,0
"710","ENSG00000184677","ZBTB40",551,692,388,1728,265,1255
"711","ENSG00000237200","ZBTB40-IT1",5,5,4,17,4,17
"712","ENSG00000070886","EPHA8",0,1,0,1,0,0
"713","ENSG00000173372","C1QA",4884,9578,2186,16552,2881,5439
"714","ENSG00000159189","C1QC",4410,5414,676,32876,3650,6002
"715","ENSG00000173369","C1QB",3470,3973,1259,18113,1008,2617
"716","ENSG00000133216","EPHB2",103,137,39,261,63,359
"717","ENSG00000265422","MIR4684",0,0,0,0,0,0
"718","ENSG00000216157","AL611946.1",0,0,0,0,0,0
"719","ENSG00000225952","RP11-69E9.1",0,0,0,0,0,0
"720","ENSG00000264014","MIR4253",0,0,0,0,0,0
"721","ENSG00000272796","RP1-74M1.3",1,9,4,6,2,15
"722","ENSG00000215906","LACTBL1",0,0,0,1,0,0
"723","ENSG00000227868","C1orf234",0,0,1,0,0,0
"724","ENSG00000004487","KDM1A",457,631,387,1721,531,1707
"725","ENSG00000240553","RP1-184J9.2",1,0,0,0,0,0
"726","ENSG00000263793","MIR3115",0,0,0,0,0,0
"727","ENSG00000266802","MIR4419A",0,0,0,1,0,0
"728","ENSG00000169641","LUZP1",364,488,219,1577,382,753
"729","ENSG00000229010","RP5-979D14.1",0,0,0,0,0,0
"730","ENSG00000206935","RNU6-514P",0,0,0,0,0,0
"731","ENSG00000252578","RNU6-135P",0,0,0,0,0,0
"732","ENSG00000179546","HTR1D",0,0,0,1,0,1
"733","ENSG00000215381","RP5-1057J7.1",1,0,0,2,0,3
"734","ENSG00000261326","RP5-1057J7.6",28,5,5,65,11,34
"735","ENSG00000125944","HNRNPR",1261,1553,1001,4023,872,2316
"736","ENSG00000125945","ZNF436",457,197,129,296,88,271
"737","ENSG00000249087","C1orf213",43,18,6,23,17,39
"738","ENSG00000201405","Y_RNA",0,0,0,0,0,0
"739","ENSG00000271420","RP5-1057J7.7",0,0,0,0,1,0
"740","ENSG00000204219","TCEA3",11,15,12,12,13,79
"741","ENSG00000232482","RP4-654C18.1",0,0,0,0,0,0
"742","ENSG00000088280","ASAP3",11,23,7,7,2,13
"743","ENSG00000007968","E2F2",4,2,3,43,5,11
"744","ENSG00000235052","RP1-150O5.3",0,0,0,1,0,1
"745","ENSG00000117318","ID3",37,120,80,1069,227,219
"746","ENSG00000197880","MDS2",0,0,0,0,0,0
"747","ENSG00000229239","RP11-223J15.2",0,0,0,0,0,0
"748","ENSG00000142676","RPL11",3584,6238,4336,10751,3851,14336
"749","ENSG00000203589","RP5-886K2.1",0,0,0,0,0,1
"750","ENSG00000244609","RN7SL532P",0,0,1,0,1,1
"751","ENSG00000011007","TCEB3",444,564,408,1410,425,1227
"752","ENSG00000236810","RP5-886K2.3",4,7,3,11,4,20
"753","ENSG00000057757","PITHD1",313,666,327,1074,301,770
"754","ENSG00000011009","LYPLA2",238,342,200,1234,249,694
"755","ENSG00000117308","GALE",207,248,119,437,132,202
"756","ENSG00000117305","HMGCL",366,464,271,764,246,782
"757","ENSG00000179163","FUCA1",416,1446,436,7953,2599,2981
"758","ENSG00000188822","CNR2",2,2,0,24,0,0
"759","ENSG00000264347","RN7SL24P",0,0,0,0,0,1
"760","ENSG00000238538","snoU13",0,0,0,0,0,0
"761","ENSG00000229106","RP11-4M23.2",1,0,0,2,0,0
"762","ENSG00000232557","RP11-4M23.3",0,0,0,0,0,0
"763","ENSG00000264926","MIR378F",0,0,0,0,0,0
"764","ENSG00000230228","RP11-4M23.4",0,2,2,2,0,1
"765","ENSG00000189266","PNRC2",925,1274,986,2315,577,1611
"766","ENSG00000188529","SRSF10",1045,1594,1113,3399,940,2540
"767","ENSG00000215905","RP11-4M23.7",0,0,0,0,0,0
"768","ENSG00000225315","RP11-293P20.2",0,0,0,0,0,1
"769","ENSG00000142661","MYOM3",0,0,1,0,0,0
"770","ENSG00000230703","RP11-293P20.4",0,0,0,0,0,0
"771","ENSG00000142677","IL22RA1",0,0,0,0,0,0
"772","ENSG00000185436","IFNLR1",64,28,12,21,11,36
"773","ENSG00000230023","RP11-10N16.2",0,0,0,1,0,1
"774","ENSG00000221032","AL590683.1",0,0,0,0,0,0
"775","ENSG00000266511","AL590683.2",0,0,0,0,0,0
"776","ENSG00000232298","RP11-10N16.3",0,0,0,1,0,0
"777","ENSG00000158055","GRHL3",0,1,0,3,0,1
"778","ENSG00000001460","STPG1",24,28,21,63,10,33
"779","ENSG00000001461","NIPAL3",112,185,127,618,154,324
"780","ENSG00000117602","RCAN3",316,250,114,1033,187,706
"781","ENSG00000266551","RN7SL857P",0,0,0,0,0,0
"782","ENSG00000264443","RP4-594I10.3",0,0,0,0,0,0
"783","ENSG00000184454","NCMAP",0,0,0,0,0,0
"784","ENSG00000227312","RP11-496D1.2",0,0,0,0,0,0
"785","ENSG00000239106","Y_RNA",0,0,0,0,0,0
"786","ENSG00000133226","SRRM1",1073,2019,970,2595,941,3035
"787","ENSG00000238986","snoU13",0,0,0,0,0,0
"788","ENSG00000169504","CLIC4",6632,5630,3017,7679,2064,5774
"789","ENSG00000238482","RNU6-1208P",0,0,0,0,0,2
"790","ENSG00000020633","RUNX3",499,779,504,2474,651,1461
"791","ENSG00000229162","RP11-84D1.1",2,3,0,4,6,5
"792","ENSG00000261025","RP11-84D1.2",0,0,0,0,0,0
"793","ENSG00000264371","MIR4425",0,0,0,0,0,0
"794","ENSG00000233755","RP4-799D16.1",0,0,0,1,0,0
"795","ENSG00000233419","RP4-781L3.1",1,0,0,0,0,0
"796","ENSG00000231953","RP4-706G24.1",1,0,0,0,0,0
"797","ENSG00000117614","SYF2",570,871,632,1120,424,1506
"798","ENSG00000117616","C1orf63",1048,1170,459,3372,999,2026
"799","ENSG00000272432","RP3-465N24.6",3,5,2,4,1,6
"800","ENSG00000261349","RP3-465N24.5",0,2,0,10,3,1
"801","ENSG00000187010","RHD",11,5,8,11,4,15
"802","ENSG00000224183","SDHDP6",3,2,3,3,2,4
"803","ENSG00000259984","RP11-335G20.7",3,6,3,11,2,9
"804","ENSG00000183726","TMEM50A",1450,1483,1274,4271,870,2573
"805","ENSG00000252515","RNU6-1171P",0,0,0,2,0,1
"806","ENSG00000238889","snoU13",0,4,2,3,1,3
"807","ENSG00000188672","RHCE",1,4,3,1,1,12
"808","ENSG00000238084","RP3-469D22.1",7,2,6,10,1,4
"809","ENSG00000266468","AL031284.1",0,0,0,0,0,0
"810","ENSG00000204178","TMEM57",169,195,127,657,127,420
"811","ENSG00000157978","LDLRAP1",373,404,294,566,118,386
"812","ENSG00000225643","RP11-70P17.1",1,5,8,1,0,2
"813","ENSG00000117643","MAN1C1",95,206,98,2328,240,510
"814","ENSG00000233478","RP1-187B23.1",1,2,1,8,1,8
"815","ENSG00000162430","SEPN1",2034,1375,845,3042,630,1718
"816","ENSG00000255054","RP1-317E23.6",0,0,0,0,0,0
"817","ENSG00000228172","RP1-317E23.3",0,3,1,5,0,4
"818","ENSG00000117640","MTFR1L",288,403,261,946,254,823
"819","ENSG00000223474","AL020996.1",2,1,2,4,2,11
"820","ENSG00000272478","RP1-317E23.7",0,0,0,0,0,0
"821","ENSG00000127423","AUNIP",3,5,4,9,5,18
"822","ENSG00000236528","RP1-125I3.2",0,1,0,0,0,0
"823","ENSG00000182749","PAQR7",22,26,2,151,68,66
"824","ENSG00000207302","Y_RNA",0,0,0,0,0,0
"825","ENSG00000117632","STMN1",61,128,99,355,81,139
"826","ENSG00000229786","SNRPFP2",0,0,0,0,0,0
"827","ENSG00000223624","RP1-125I3.4",0,0,0,0,0,0
"828","ENSG00000264021","MIR3917",0,0,0,0,0,0
"829","ENSG00000266763","AL033528.1",0,0,0,0,0,0
"830","ENSG00000158006","PAFAH2",212,224,113,591,128,362
"831","ENSG00000207237","RNU6-110P",0,0,0,0,0,0
"832","ENSG00000252190","SCARNA17",0,0,0,0,0,0
"833","ENSG00000252691","SCARNA18",0,0,0,0,0,0
"834","ENSG00000158008","EXTL1",0,0,0,14,2,2
"835","ENSG00000158014","SLC30A2",0,3,0,0,0,2
"836","ENSG00000158022","TRIM63",0,3,0,0,3,1
"837","ENSG00000265320","AL391650.1",0,0,0,0,0,0
"838","ENSG00000175087","PDIK1L",85,74,71,291,68,292
"839","ENSG00000197245","FAM110D",0,0,0,0,0,0
"840","ENSG00000142684","ZNF593",1,0,0,2,1,3
"841","ENSG00000236782","RP11-96L14.7",0,0,0,0,1,0
"842","ENSG00000142675","CNKSR1",3,0,0,8,1,2
"843","ENSG00000188782","CATSPER4",0,0,0,0,1,0
"844","ENSG00000236155","RP11-231P20.2",0,0,1,0,1,0
"845","ENSG00000130695","CEP85",380,338,143,916,146,483
"846","ENSG00000270733","RP11-231P20.5",0,0,0,3,1,2
"847","ENSG00000142669","SH3BGRL3",4881,6085,3279,12939,2403,9934
"848","ENSG00000158062","UBXN11",567,773,387,796,313,952
"849","ENSG00000169442","CD52",533,351,445,1371,386,1341
"850","ENSG00000176092","AIM1L",3,3,1,2,1,3
"851","ENSG00000225854","RP11-569G9.7",0,0,0,0,0,0
"852","ENSG00000265143","RN7SL490P",0,0,0,0,0,0
"853","ENSG00000176083","ZNF683",3,1,0,14,1,0
"854","ENSG00000131914","LIN28A",0,0,0,0,0,0
"855","ENSG00000117682","DHDDS",217,249,175,997,185,449
"856","ENSG00000223583","RP3-476K8.4",5,3,3,4,0,4
"857","ENSG00000225891","RP3-476K8.3",3,2,0,6,1,2
"858","ENSG00000198830","HMGN2",899,1121,565,2324,692,1978
"859","ENSG00000224129","DPPA2P2",0,0,0,0,0,0
"860","ENSG00000117676","RPS6KA1",2990,4757,1112,5118,1033,3869
"861","ENSG00000238705","MIR1976",1,2,0,0,0,0
"862","ENSG00000243905","RN7SL679P",0,0,0,0,0,1
"863","ENSG00000252802","Y_RNA",0,0,0,0,0,0
"864","ENSG00000229247","RP11-492M19.3",0,0,0,0,0,0
"865","ENSG00000238316","snoU13",0,0,0,0,0,0
"866","ENSG00000235069","RP4-785J1.1",0,0,0,0,0,0
"867","ENSG00000260063","RP5-968P14.2",5,2,4,14,3,19
"868","ENSG00000117713","ARID1A",1206,1670,506,3667,822,2172
"869","ENSG00000266138","RN7SL501P",0,0,0,1,0,0
